数据来源部门,业务域,表英文名称,表中文名称,字段英文名称,字段中文名称,字段说明,字段类型,字段长度,是否主键,是否外键,外键关联字段,来源表的英文名称,来源表的中文名称,来源字段的英文名称,来源字段的中文名称,备注
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk09,,,bigint(20),-,,,,ods_cg_xtxxfj,,YWPK09,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk10,,,bigint(20),-,,,,ods_cg_xtxxfj,,YWPK10,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,fjflmc,,,varchar(255),255,,,,ods_cg_xtxxfj,,FJFLMC,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,uploadyhbm,,,varchar(255),255,,,,ods_cg_xtxxfj,,UPLOADYHBM,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,uploadyhmc,,,varchar(255),255,,,,ods_cg_xtxxfj,,UPLOADYHMC,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,uploaddate,,,datetime,-,,,,ods_cg_xtxxfj,,UPLOADDATE,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,yxq,,,datetime,-,,,,ods_cg_xtxxfj,,YXQ,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,fjfile,,,varchar(2),2,,,,ods_cg_xtxxfj,,FJFILE,,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,updatetime,附件修改时间,,datetime,,,,,ods_cg_xtxxfj,,updatetime,附件修改时间,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,pdftime,生成PDF附件时间,,datetime,,,,,ods_cg_xtxxfj,,pdftime,生成PDF附件时间,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,filesize,附件大小，单位byte,,bigint(12),,,,,ods_cg_xtxxfj,,filesize,附件大小，单位byte,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk11,采购方签章人编码,,varchar(100),100,,,,ods_cg_xtxxfj,,YWPK11,采购方  签章人编码,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk12,采购方签章人名称,,varchar(100),100,,,,ods_cg_xtxxfj,,YWPK12,采购方  签章人名称,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk13,采购方签章时间,,datetime,-,,,,ods_cg_xtxxfj,,YWPK13,采购方  签章时间,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk14,供应商签章人编码,,varchar(100),100,,,,ods_cg_xtxxfj,,YWPK14,供应商  签章人编码,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk15,供应商签章人名称,,varchar(100),100,,,,ods_cg_xtxxfj,,YWPK15,供应商  签章人名称,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk16,供应商签章时间,,datetime,-,,,,ods_cg_xtxxfj,,YWPK16,供应商 签章时间,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk17,补签人编码,,varchar(100),100,,,,ods_cg_xtxxfj,,YWPK17,补签人编码,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk18,补签人名称,,varchar(100),100,,,,ods_cg_xtxxfj,,YWPK18,补签人名称,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk19,补签时间,,datetime,-,,,,ods_cg_xtxxfj,,YWPK19,补签时间,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk20,补签原因,,text,65535,,,,ods_cg_xtxxfj,,YWPK20,补签原因,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk21,是否发起确认条款,,varchar(100),100,,,,ods_cg_xtxxfj,,YWPK21,是否发起确认条款,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk22,供应商确认结果,,varchar(100),100,,,,ods_cg_xtxxfj,,YWPK22,供应商确认结果,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk23,否定原因,,text,65535,,,,ods_cg_xtxxfj,,YWPK23,否定原因,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk24,确认人,,varchar(100),100,,,,ods_cg_xtxxfj,,YWPK24,确认人,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk25,确认时间,,datetime,-,,,,ods_cg_xtxxfj,,YWPK25,确认时间,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,ywpk26,确认人编码,,varchar(100),100,,,,ods_cg_xtxxfj,,YWPK26,确认人编码,
供应链管理部,供应链管理,dwd_gyl_xtxxfj,,lastupdatedtime,最后更新日期,,datetime,,,,,ods_cg_xtxxfj,,lastutd,最后更新日期,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,zbtzsid,主键,,varchar(320),320,PK,,,ods_cg_zbtzs,中标通知书,ZBTZSID,主键,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,zbtzsbm,通知书编码,,varchar(320),320,,,,ods_cg_zbtzs,中标通知书,ZBTZSBM,通知书编码,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,zbtzsmc,通知书名称,,text,65535,,,,ods_cg_zbtzs,中标通知书,ZBTZSMC,通知书名称,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,dbbm,定标编码,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,DBBM,定标编码,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,dbmc,定标名称,,text,65535,,,,ods_cg_zbtzs,中标通知书,DBMC,定标名称,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,lxbm,立项编码,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,LXBM,立项编码,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,lxmc,立项名称,,text,65535,,,,ods_cg_zbtzs,中标通知书,LXMC,立项名称,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,ghdwbm,供应商单位编码,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,GHDWBM,供应商编码,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,ghdwmc,供应商名称,,text,65535,,,,ods_cg_zbtzs,中标通知书,GHDWMC,供应商名称,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,xxnr,内容,,longtext,4294967295,,,,ods_cg_zbtzs,中标通知书,XXNR,内容,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,zdrbm,制单人编码,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,zdrbm,制单人编码,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,zdrmc,制单人名称,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,zdrmc,制单人名称,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,zdsj,制单日期,,datetime,,,,,ods_cg_zbtzs,中标通知书,zdsj,制单日期,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,shbz,审核标志,"('0'-开单初始值,'1'-审核中,'2'-审核通过,'3'-不需要审核(提交时赋值))",varchar(16),16,,,,ods_cg_zbtzs,中标通知书,SHBZ,"审核标志('0'-开单初始值,'1'-审核中,'2'-审核通过,'3'-不需要审核(提交时赋值))",
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,shjb,审核级别,,varchar(32),32,,,,ods_cg_zbtzs,中标通知书,SHJB,审核级别,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,shrbm,审核人编码,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,SHRBM,审核人编码,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,shrmc,审核人名称,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,SHRMC,审核人名称,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,shsj,审核时间,,datetime,-,,,,ods_cg_zbtzs,中标通知书,SHSJ,审核时间,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,zxrbm,注销人编码,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,ZXRBM,注销人编码,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,zxrmc,注销人名称,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,ZXRMC,注销人名称,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,zxsj,注销时间,,datetime,-,,,,ods_cg_zbtzs,中标通知书,ZXSJ,注销时间,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,zxbz,注销标志,,varchar(32),32,,,,ods_cg_zbtzs,中标通知书,zxbz,注销标志,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,workflowid,工作流ID,,varchar(160),160,,,,ods_cg_zbtzs,中标通知书,workflowid,工作流ID,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,workflowstatus,工作流状态(0-未提交，2-已发布，3-接收),,varchar(320),320,,,,ods_cg_zbtzs,中标通知书,workflowstatus,工作流状态(0-未提交，2-已发布，3-接收),
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,djdwbm,单据单位编码,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,djdwbm,单据单位编码,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,jsrbm,接收人编码,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,JSRBM,接收人编码,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,jsrmc,接收人名称,,text,65535,,,,ods_cg_zbtzs,中标通知书,JSRMC,接收人名称,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,jsdwbm,接收人单位编码,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,JSDWBM,接收人单位编码,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,jsdwmc,接收人单位名称,,varchar(160),160,,,,ods_cg_zbtzs,中标通知书,JSDWMC,接收人单位名称,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,jssj,结束时间,,datetime,-,,,,ods_cg_zbtzs,中标通知书,JSSJ,结束时间,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,qddwbm,签订单位编码,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,QDDWBM,签订单位编码,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,qddwmc,签订单位名称,,text,65535,,,,ods_cg_zbtzs,中标通知书,QDDWMC,签订单位名称,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,htbz,回退标志0-未回退;1-已回退,,varchar(4),4,,,,ods_cg_zbtzs,中标通知书,htbz,回退标志0-未回退;1-已回退,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,htrbm,回退人编码,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,htrbm,回退人编码,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,htrmc,回退人名称,,varchar(80),80,,,,ods_cg_zbtzs,中标通知书,htrmc,回退人名称,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,htsj,回退时间,,datetime,,,,,ods_cg_zbtzs,中标通知书,htsj,回退时间,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,contractorganizer,合同承办单位编码,,varchar(16),16,,,,ods_cg_zbtzs,中标通知书,CONTRACTORGANIZER,合同承办单位编码,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,type,,,varchar(16),16,,,,ods_cg_zbtzs,中标通知书,TYPE,,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,organizertel,承办单位联系电话,,varchar(64),64,,,,ods_cg_zbtzs,中标通知书,ORGANIZERTEL,承办单位联系电话,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,organizerlinkman,承办单位联系人,,varchar(32),32,,,,ods_cg_zbtzs,中标通知书,ORGANIZERLINKMAN,承办单位联系人,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,businessclassification,业务分类,三位0/1分别标识是否是物资、工程、服务业务，100-物资 010-工程 001-服务,varchar(3),3,,,,ods_cg_zbtzs,中标通知书,BUSINESSCLASSIFICATION,业务分类 三位0/1分别标识是否是物资、工程、服务业务，100-物资 010-工程 001-服务,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,acceptflag,业务部门接收标志,（中船业务部门）(0-未提交，2-已发布，3-接收),varchar(1),1,,,,ods_cg_zbtzs,中标通知书,ACCEPTFLAG,业务部门接收标志（中船业务部门）(0-未提交，2-已发布，3-接收),
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,acceptuserid,业务部门接收人编码,（中船）,varchar(16),16,,,,ods_cg_zbtzs,中标通知书,ACCEPTUSERID,业务部门接收人编码（中船）,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,acceptorgid,业务部门接收人单位编码,（中船）,varchar(16),16,,,,ods_cg_zbtzs,中标通知书,ACCEPTORGID,业务部门接收人单位编码（中船）,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,zzlastupdatetime,,,datetime,-,,,,ods_cg_zbtzs,中标通知书,ZZLASTUPDATETIME,,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,djdwmc,制单人单位名称,,varchar(180),180,,,,ods_cg_zbtzs,中标通知书,djdwmc,制单人单位名称,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,needsignature,是否需要签章,1-需要  0或null-不需要,varchar(10),10,,,,ods_cg_zbtzs,中标通知书,NEEDSIGNATURE,是否需要签章 1-需要  0或null-不需要,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,tendersignaturestatus,采购方签章状态,-1未邀请 0-已邀请未签章 1-已签章,varchar(10),10,,,,ods_cg_zbtzs,中标通知书,TENDERSIGNATURESTATUS,采购方签章状态 -1未邀请 0-已邀请未签章 1-已签章,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,gzrbm,签章人编码,,varchar(50),50,,,,ods_cg_zbtzs,中标通知书,GZRBM,签章人编码,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,gzr,签章人名称,,varchar(100),100,,,,ods_cg_zbtzs,中标通知书,GZR,签章人名称,
供应链管理部,供应链管理,dwd_gyl_zbtzs,中标通知书,lastutd,最后更新日期,,datetime,,,,,ods_cg_zbtzs,中标通知书,lastutd,最后更新日期,
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,bidid,投标ID,,bigint(20),-,PK,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,BIDID,投标表主键,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,bidno,投标书编码,,varchar(80),80,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,BIDNO,投标书编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,inviteid,招标通知ID,,bigint(20),-,,FK,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,INVITEID,招标通知ID,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,biddesc,投标书名称,,text,65535,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,BIDDESC,投标书名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,dwbm,投标单位编码,,varchar(80),80,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,DWBM,投标单位编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,dwmc,投标单位名称,,varchar(160),160,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,DWMC,投标单位名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,recordercode,填报人编码,,varchar(80),80,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,RECORDERCODE,填报人,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,recordername,填报名称,,text,65535,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,RECORDERNAME,填报名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,recordtime,制单时间,,datetime,,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,recordtime,制单时间,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,linkman,联系人,,varchar(320),320,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,LINKMAN,联系人,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,tel,电话,,varchar(80),80,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,TEL,电话,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,mobile,移动电话,,text,65535,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,MOBILE,移动电话,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,fax,传真,,varchar(320),320,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,FAX,传真,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,email,Email,,text,65535,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,EMAIL,Email,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,bidvalidity,投标有效期,,datetime,-,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,BIDVALIDITY,投标有效期,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,tech_releaseflag,技术发布标志,,varchar(32),32,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,TECH_RELEASEFLAG,技术发布标志,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,busi_releaseflag,商务发布标志,,varchar(32),32,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,BUSI_RELEASEFLAG,商务发布标志,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,tech_releasetime,技术发布时间,,datetime,-,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,TECH_RELEASETIME,技术发布时间,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,busi_releasetime,商务发布时间,,datetime,-,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,BUSI_RELEASETIME,商务发布时间,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,remark,投标说明备注,,text,65535,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,REMARK,投标说明,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,rcnt,RCNT,,bigint(20),,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,rcnt,RCNT,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,retrieveflag,回退标志,,varchar(32),32,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,retrieveflag,回退标志,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,retrievercode,回退人编码,,varchar(80),80,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,retrievercode,回退人编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,retrieverdesc,回退人名称,,varchar(80),80,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,retrieverdesc,回退人名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,retrievetime,回退时间,,datetime,,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,retrievetime,回退时间,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,freezeflag,注销标志,,varchar(50),50,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,freezeflag,注销标志,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,freezercode,注销人编码,,varchar(80),80,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,FREEZERCODE,注销人编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,freezerdesc,注销人名称,,varchar(80),80,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,FREEZERDESC,注销人名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,freezetime,注销时间,,datetime,-,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,FREEZETIME,注销时间,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,abolishbid,废标,1-废标 0-正常,varchar(32),32,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,ABOLISHBID,废标1-废标 0-正常,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,encrypted,是否已加密,0-没加密 1-已加密,varchar(32),32,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,ENCRYPTED,是否已加密  0-没加密 1-已加密,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,encryptercode,加密人编码,,varchar(80),80,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,ENCRYPTERCODE,加密人编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,encrypterdesc,加密人名称,,text,65535,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,ENCRYPTERDESC,加密人名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,encryptdate,加密时间,,datetime,-,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,ENCRYPTDATE,加密时间,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,dencryptercode,解密人编码,,varchar(80),80,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,DENCRYPTERCODE,解密人编码,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,dencrypterdesc,解密人名称,,text,65535,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,DENCRYPTERDESC,解密人名称,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,dencryptdate,解密时间,,datetime,-,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,DENCRYPTDATE,解密时间,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,manualupload,手工录入附件上传  0-供应商不能上传附件 1-供应商上传附件,,varchar(32),32,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,manualupload,手工录入附件上传  0-供应商不能上传附件 1-供应商上传附件,靠企吃企
供应链管理部,供应链管理,dwd_gyl_ztb_bid,投标书主表,jbsx,讲标顺序,,varchar(48),48,,,,ods_cg_ztb_bid,投标书主表  ZTB_TBS,JBSX,讲标顺序,靠企吃企
